Date ,Open ,High ,Low ,Close ,Shares Traded ,Turnover (₹ Cr)
15-JUL-2025,21822.55,21989.65,21807.15,21974.9,1365088634,21935.32
14-JUL-2025,21669.7,21788.6,21581.75,21773.9,2051523731,23440.02
11-JUL-2025,21796.7,21844.2,21588.75,21636.4,853770033,23487.11
10-JUL-2025,21908.8,21924.85,21751.05,21818.35,720102170,18321.44
09-JUL-2025,21903.3,21934.15,21839.65,21878.65,845469672,21496.65
08-JUL-2025,21925.8,21984.7,21729,21886.15,922669527,21677.34
07-JUL-2025,21980.9,21997.7,21880.3,21916.3,757451336,16019.15
04-JUL-2025,22013.65,22054.8,21866.55,21973.15,952556952,21013.55
03-JUL-2025,21987.75,22065.85,21930.5,21977.25,1340142434,22779.47
02-JUL-2025,21973.4,21985.8,21826.4,21940.15,1365114259,23625.93
01-JUL-2025,22038.05,22048.25,21859.7,21951.05,1419060642,25266.83
30-JUN-2025,21941.95,22001.4,21865.6,21988.65,1211044076,25608.66
27-JUN-2025,21831.65,21920.5,21802.85,21840.2,1711339240,39605.56
26-JUN-2025,21704.3,21761.65,21600.8,21753.15,1555544018,26353.28
25-JUN-2025,21614.3,21660.65,21571.2,21640.65,1681526376,23626.64
24-JUN-2025,21589.85,21628.5,21475.95,21523.05,1772814600,25665.63
23-JUN-2025,21142,21413.75,21126.45,21371.3,983235639,23806.69
20-JUN-2025,21016.5,21318.9,20999.35,21285.45,1652928376,37411.2
19-JUN-2025,21371.65,21399.75,20974.3,21022.95,1345047638,22007.81
18-JUN-2025,21422.5,21538.65,21304.95,21358.5,1043140325,28141.19
17-JUN-2025,21628.65,21675.35,21433.75,21460.95,1938296703,36966.24
16-JUN-2025,21431.1,21607.25,21194.9,21594.45,1111894852,21738.92
13-JUN-2025,21091.05,21466.75,21091.05,21433.05,1125461554,24466.58
12-JUN-2025,21868.6,21870,21476.75,21509.65,1010190446,24776.46
11-JUN-2025,21968.6,22004.8,21748.7,21846.05,1238947929,26838.5
10-JUN-2025,21999.5,22007.2,21867.4,21915.9,1040792549,26236.42
09-JUN-2025,21827.8,21921.55,21794.1,21908.35,1488950172,27927.23
06-JUN-2025,21551.1,21712.9,21472.25,21688.6,1316901408,34674.53
05-JUN-2025,21410.85,21502.3,21377.85,21476.45,1081739563,30303.35
04-JUN-2025,21217.9,21346.45,21098.1,21334.6,1589883471,31378.84
03-JUN-2025,21327.7,21336.5,21142.95,21164.75,3005333693,30085.43
02-JUN-2025,21115.95,21260.75,21053.1,21240.8,1816976307,25940.78
30-MAY-2025,21220.25,21268.6,21076.7,21125.55,2341258507,51286.62
29-MAY-2025,21145.35,21187.35,21040.95,21163.15,972889237,26527.31
28-MAY-2025,21074.75,21154.2,21022.4,21044.4,1337742276,25072.28
27-MAY-2025,21020.95,21062.7,20917.35,21034.45,1041786646,23227.14
26-MAY-2025,20952.65,21053.85,20946.65,20991,1219645732,24348.45
23-MAY-2025,20797.75,20901.85,20705.55,20874.4,914775618,26823.4
22-MAY-2025,20792.4,20827.55,20632.4,20752.7,1120814905,30448.03
21-MAY-2025,20687.1,20868.2,20612.85,20828.75,1177831771,27629
20-MAY-2025,21111.15,21121.15,20634.75,20665.25,1578176147,30885.74
19-MAY-2025,21030.85,21108.75,20878.9,20992.8,2475016195,32411.48
16-MAY-2025,20871.35,20983.35,20779.6,20960.15,1628684704,42066.35
15-MAY-2025,20712.05,20796.5,20614.45,20781.15,1556645213,32315.35
14-MAY-2025,20465.25,20656.75,20388.85,20637.9,1258499620,33615.85
13-MAY-2025,20366.5,20473.1,20285.1,20379.3,1209914027,30315.12
12-MAY-2025,20133.35,20340.75,20077.1,20331.5,1557923918,27677.35
09-MAY-2025,19165.4,19632.95,19165.1,19596.25,1744391489,26131
08-MAY-2025,20016.65,20082,19487.15,19591.8,1100694062,24997.54
07-MAY-2025,19407.25,19959.95,19404.55,19943.65,1151186292,31462.56
06-MAY-2025,20093.5,20132.4,19614.45,19646.2,1341790441,23048.19
05-MAY-2025,19825.8,20064,19802.1,20049.15,828084544,22086.23
02-MAY-2025,19836.95,20024.65,19690.1,19738.1,944883024,22734.51
30-APR-2025,20021.2,20109.25,19785.95,19873.15,1060583571,26367.48
29-APR-2025,20032.7,20163,19962.9,20009.05,1061490585,29059.29
28-APR-2025,19661.8,19978.25,19660.9,19966.7,961929102,22819.14
25-APR-2025,20232.1,20266.85,19532.5,19694.85,2696183560,30392.42
24-APR-2025,20241.8,20282,20175.55,20194.4,1129342198,28788.97
23-APR-2025,20159.35,20244.1,19895.4,20229.05,1346055298,36049.16
22-APR-2025,19935.95,20106.3,19816.7,20032.3,1263684243,26467.08
21-APR-2025,19533.1,19886.05,19485.4,19863.65,2058318308,28326.77
17-APR-2025,19306.15,19459,19225.8,19433.45,1186629785,22712.94
16-APR-2025,19216.55,19331.4,19174.5,19320.6,1165418281,22993.59
15-APR-2025,18936.1,19208.6,18838.5,19178.5,1117151869,23899.78
11-APR-2025,18624.4,18661.1,18469.9,18614.15,1140958875,22134.92
09-APR-2025,18342.35,18342.95,18053.1,18272.75,1062195298,19254.89
08-APR-2025,18386.05,18502.3,18149.15,18387.05,1234750680,20137.12
07-APR-2025,17269.55,18099.6,17269.5,18005.1,1572089716,26253.39
04-APR-2025,19198.15,19211.75,18567.1,18675.3,1235176974,25786.53
03-APR-2025,19051.1,19271.65,19044.5,19238.4,1243729596,25535.31
02-APR-2025,18974.45,19212.7,18804.75,19200.75,1505996404,20305.26
01-APR-2025,19081.45,19222.3,18889.7,18931.4,2886817067,19234.08
28-MAR-2025,19260.15,19389.6,19039.35,19120.35,1549705885,29996.55
27-MAR-2025,19029.7,19213.2,18966.7,19175.4,1846703143,29534.6
26-MAR-2025,19256,19377.2,19083.65,19106.65,1152422016,20408.62
25-MAR-2025,19556.25,19568.4,19138.5,19228.35,1087764800,22879.84
24-MAR-2025,19343.5,19501.15,19260,19418.3,1132257718,23272.82
21-MAR-2025,18963.95,19227.05,18914.65,19203.3,1482130291,31220.26
20-MAR-2025,18959.4,19008.9,18778.45,18948.45,986014328,24686.83
19-MAR-2025,18486.9,18874.25,18453.3,18844.4,1328121750,24583.66
18-MAR-2025,18132.65,18428.45,18088.25,18408.4,755502404,16014.11
17-MAR-2025,17931.7,18101.9,17897.9,18037.25,735589109,14860.19
13-MAR-2025,18082.65,18106.05,17871.5,17902,823601025,15011.53
12-MAR-2025,18167.95,18221.95,17820.85,18014.25,1024724572,17501.86
11-MAR-2025,17866.1,18145.2,17800.95,18106.9,857793492,19291.64
10-MAR-2025,18308.85,18416.5,17974.45,18031.1,924167360,16415.77
07-MAR-2025,18334.9,18453.2,18261.3,18290.6,820622416,17417.29
06-MAR-2025,18407.55,18477.45,18283.2,18341,801117149,18596.85
05-MAR-2025,17756.75,18250.55,17756.75,18240.15,988061667,26115.11
04-MAR-2025,17583.1,17895,17449.95,17807.3,952006244,20642.91
03-MAR-2025,17768.55,17822.95,17379.6,17778.55,1088903403,22576.21
28-FEB-2025,18025.4,18032.15,17591.9,17750.55,1240596574,34231.08
27-FEB-2025,18413.1,18453.95,18113.9,18176.85,853270879,22760.48
25-FEB-2025,18485.95,18595.1,18371.05,18408.75,534131950,14666.5
24-FEB-2025,18507.55,18567.55,18341.35,18503.9,640215227,15313
21-FEB-2025,18869.8,19039.85,18604.1,18681.35,814838024,20737.63
20-FEB-2025,18598.5,18904.2,18534.3,18888.8,600602670,18259.02
19-FEB-2025,18278.5,18669.85,18190.55,18644.9,786114521,20349.43
18-FEB-2025,18428,18453.75,18157.25,18375.85,780711197,16658.04
17-FEB-2025,18215.15,18429.65,17934,18408.45,932602023,17782.01
14-FEB-2025,18856.35,18891.35,18164.95,18346.8,973945255,19115.31
13-FEB-2025,18795.6,19035.95,18729.35,18796.8,1161870275,19682.37
12-FEB-2025,18797.25,18871.8,18277.25,18766.85,1194446714,23794.72
11-FEB-2025,19408.4,19434.2,18721.7,18837,708358171,17928.26
10-FEB-2025,19817.25,19843.2,19348.05,19406.95,618416668,16208.99
07-FEB-2025,19814.7,19919.15,19613.5,19819.6,1058738700,18212.63
06-FEB-2025,20074.7,20086.7,19739.3,19793.75,611580099,17540.95
05-FEB-2025,19934.05,20098.9,19915.3,19995.7,846922172,21911.43
04-FEB-2025,19705.25,19868.95,19653.75,19849.15,933305466,22250.35
03-FEB-2025,19632.15,19683.65,19431.3,19579.2,1026683166,24601.18
01-FEB-2025,19931.85,20000.55,19518.7,19773.4,1600294241,25027.83
31-JAN-2025,19557.85,19878.2,19514.9,19850.95,992997533,24242.61
30-JAN-2025,19566.85,19679.55,19450.65,19514.25,763775297,21412.64
29-JAN-2025,19045.55,19499.6,19042.45,19481.75,695442268,18759.59
28-JAN-2025,19190.75,19241.1,18778,19019.1,1084102651,25306.54
27-JAN-2025,19528.65,19533,19091.9,19152.1,1148529302,20866.56
24-JAN-2025,20053.35,20114.25,19648.7,19708.95,740391170,21005.49
23-JAN-2025,19717.45,20102.8,19682.45,20047.95,818495267,23147.73
22-JAN-2025,19974.15,19992.35,19431.25,19696.9,893578560,23178.57
21-JAN-2025,20384.95,20406.85,19926.6,19946.3,1046820894,22216.49
20-JAN-2025,20310.8,20398.45,20083.25,20350.9,2311665633,21579.85
17-JAN-2025,20181.45,20264.7,20062.35,20195.9,952637751,17666.97
16-JAN-2025,20146.45,20277.5,20134.1,20172.65,1087261557,21562.92
15-JAN-2025,19973.45,20091.3,19798.65,19955.4,1981058516,23354.89
14-JAN-2025,19536.35,19930.6,19535.7,19883.35,1233577426,21333.85
13-JAN-2025,20015.55,20070.5,19393.85,19458.3,1330331888,24259.11
10-JAN-2025,20632.5,20659.2,20234.1,20252.95,890589714,20553.97
09-JAN-2025,20852.5,20911.25,20646.05,20674.25,765946187,20981.27
08-JAN-2025,21099.8,21104.7,20649.2,20840.3,801023175,20094.89
07-JAN-2025,20930.3,21142.2,20928,21060.8,864263436,17755.86
06-JAN-2025,21477.45,21481.1,20815.15,20879.65,1049323233,19243.98
03-JAN-2025,21512,21579.35,21390.75,21419.3,1025924717,18644.97
02-JAN-2025,21286.75,21491.85,21228.9,21473.15,877669947,17372.48
01-JAN-2025,21148.8,21257.15,21083.6,21246.5,754058005,12784.94
31-DEC-2024,21015,21187.05,20864.95,21141.2,851615603,17731.3
30-DEC-2024,21067.25,21170.6,20921.85,21109.25,1301224728,27987.8
27-DEC-2024,21143.05,21179.2,21059.25,21071.85,461356371,12367.13
26-DEC-2024,21108.05,21150.4,20937.05,21096.85,621320895,14658.84
24-DEC-2024,21100.6,21160.9,20959.15,21080.7,611037093,15292.29
23-DEC-2024,21144.65,21197,20933,21076.15,675554340,15909.44
20-DEC-2024,21638.95,21665.3,21017.7,21050.6,966251559,24591.78
19-DEC-2024,21267.3,21588.55,21247.9,21571.3,664142280,18225.35
18-DEC-2024,21756.6,21770.1,21531.75,21623.1,855470792,20218.25
17-DEC-2024,21904.75,21960.25,21724.7,21754.1,915229826,22622.52
16-DEC-2024,21805.45,21914.65,21794.5,21898.8,547509683,18150.4
13-DEC-2024,21722.65,21762.15,21411.7,21748.1,1011159095,18888.37
12-DEC-2024,21907.5,21917.55,21744.15,21770.05,780288094,18083.91
11-DEC-2024,21825.55,21898.85,21807.8,21879.55,662062764,16111.45
10-DEC-2024,21774.5,21824,21703.95,21809.1,888095486,20859.49
09-DEC-2024,21661,21774.85,21646.5,21748.5,802649048,21637.61
06-DEC-2024,21622.55,21686.95,21532.65,21665.4,1002755949,22680.5
05-DEC-2024,21595.8,21602.75,21431,21577.65,1446314987,26553.12
04-DEC-2024,21368.1,21500.05,21327.75,21485.15,1115828398,23761.12
03-DEC-2024,21228.05,21303.75,21193,21291.35,850195376,22190.72
02-DEC-2024,20911.05,21126.45,20849.65,21105.95,772392907,19311.9
29-NOV-2024,20860.05,20941.1,20792.7,20906.65,1052664834,20916.59
28-NOV-2024,20885.65,21001.3,20794.2,20839.9,1582476965,21473.65
27-NOV-2024,20794.4,20849.85,20650.15,20838.2,1584854521,20348.67
26-NOV-2024,20799.65,20880.8,20718.4,20735.1,2247993244,18794.21
25-NOV-2024,20742.9,20833.1,20706.2,20725.7,1733925444,47876.4
