Date ,Open ,High ,Low ,Close ,Shares Traded ,Turnover (₹ Cr)
26-SEP-2025,17006.95,17023.05,16660.1,16683.1,430302457,17092.13
25-SEP-2025,17169.95,17234.45,17033.85,17048.6,411365741,16995.65
24-SEP-2025,17267.75,17308.4,17146.1,17162.1,467375876,18009.86
23-SEP-2025,17380.55,17393.3,17216.25,17256.25,442217655,18933.76
22-SEP-2025,17502.95,17539.1,17322,17345.9,538907410,19269.08
19-SEP-2025,17501.3,17522.25,17442.25,17505.9,701299441,25523.75
18-SEP-2025,17528.65,17532,17428.3,17481.65,603299854,23400.46
17-SEP-2025,17441.2,17503.95,17407.45,17470.75,609227084,20718.5
16-SEP-2025,17303.35,17392.95,17246.25,17382.2,587822407,20116.46
15-SEP-2025,17184.65,17269.3,17152.25,17254.25,506499678,19567
12-SEP-2025,17145.75,17182.4,17070.45,17144.85,500509326,19776.05
11-SEP-2025,17127.95,17180.2,17080.9,17090.5,490819012,14942.93
10-SEP-2025,17052.15,17153.7,17052.15,17092.25,560965801,15316.36
09-SEP-2025,16980.6,16999.15,16896.3,16979.75,386287481,13054.05
08-SEP-2025,16958.6,17009.15,16876.25,16935.15,346680713,14700.41
05-SEP-2025,16902.15,17008.9,16835.85,16904.25,465701830,16860.09
04-SEP-2025,17150.9,17160.1,16845.25,16864.7,446883933,16797.21
03-SEP-2025,16873.55,16996.45,16829.05,16979.05,489729876,15924.93
02-SEP-2025,16808.9,16923.1,16743.8,16837.85,689975132,15725.04
01-SEP-2025,16545.85,16755.35,16541.35,16738.35,362715381,13655.34
29-AUG-2025,16568.1,16662.3,16487.7,16506.15,546992541,16156.88
28-AUG-2025,16721.3,16724.95,16527.6,16559.65,477690430,14381.79
26-AUG-2025,17036.15,17047.6,16712.15,16743.95,543001335,18624
25-AUG-2025,17102.3,17153.2,17042.6,17060.9,344438281,14982.39
22-AUG-2025,17084.75,17120.05,16998.7,17050.35,489690543,15399.8
21-AUG-2025,17123.4,17186.8,17063.95,17077.7,579032890,21874.05
20-AUG-2025,17035.4,17079.1,16956.05,17064.5,351142859,14466.08
19-AUG-2025,16920.15,17014.2,16856.45,17006.45,417049104,13058.54
18-AUG-2025,16857.5,16913.55,16766.65,16878.7,415096578,15235.33
14-AUG-2025,16764.55,16817.05,16638.2,16656.75,378114901,13476.17
13-AUG-2025,16679.2,16754.4,16660.85,16727.9,558659695,15889.66
12-AUG-2025,16646,16685.75,16598.5,16621.2,396469750,14952.56
11-AUG-2025,16535.25,16639.9,16443.75,16617,441447412,18132.31
08-AUG-2025,16770.7,16785.85,16500,16541.9,424551414,14853.62
07-AUG-2025,16675.35,16777.7,16523.65,16753.2,441995836,14636.84
06-AUG-2025,16974.5,17013.3,16689.75,16770.1,455725142,16631.49
05-AUG-2025,17056.4,17123.35,16937.1,16974.45,373479142,17440.33
04-AUG-2025,16907.05,17041.2,16808.35,17028.65,481780219,18772.37
01-AUG-2025,17143.4,17178.9,16840.55,16863.25,584063728,22334.38
31-JUL-2025,17093.9,17284.25,17018.05,17144.25,678463475,22461.15
30-JUL-2025,17356.8,17442.6,17285.15,17301.05,425396235,15278.53
29-JUL-2025,17132.05,17337.9,17061.3,17319.05,460219904,16095.85
28-JUL-2025,17337.7,17450.6,17138.7,17163.2,554695830,17522.78
25-JUL-2025,17703.2,17703.85,17352.5,17379.95,867071189,20474.42
24-JUL-2025,17877.95,17906.15,17720.7,17734.7,506597461,17244.78
23-JUL-2025,17869.6,17877.45,17745.05,17852.9,471273466,15212.77
22-JUL-2025,17957.55,17998.5,17818.8,17829.25,464248897,15761.46
21-JUL-2025,17918.05,17928.05,17778.85,17890.2,491664443,14401.97
18-JUL-2025,18055.95,18070.2,17870.85,17909.25,665342264,16387.5
17-JUL-2025,18037.65,18077.35,18008.1,18032.3,820350590,16285.84
16-JUL-2025,17964.15,18033.05,17931.15,17983.5,1068655310,19149.51
15-JUL-2025,17848.3,17983.65,17847.45,17952.15,925267979,22241.77
14-JUL-2025,17655.6,17816.9,17561.2,17808.65,1485776256,21621.99
11-JUL-2025,17747.15,17811.35,17609.5,17645.45,934825776,17793.74
10-JUL-2025,17833.7,17859.6,17705.9,17770.65,872648914,16999.34
09-JUL-2025,17708.1,17800.4,17687.6,17782.45,1045876906,20766.46
08-JUL-2025,17739.1,17819.3,17559.1,17684.8,1626008887,19497.66
07-JUL-2025,17761.05,17799.3,17668.3,17726.35,1278296698,15346.62
04-JUL-2025,17784.05,17809.2,17683.55,17762.2,557802152,21215.7
03-JUL-2025,17721.35,17779.9,17666.1,17758.05,513802114,18387.32
02-JUL-2025,17803.35,17807.4,17623.05,17693.1,730886869,20476.45
01-JUL-2025,17849.95,17855.1,17695.1,17762,658776301,22472.41
30-JUN-2025,17719.05,17814.3,17703.65,17797.8,735139828,26576.59
27-JUN-2025,17579.35,17662.65,17543.95,17642.3,820264851,28605.22
26-JUN-2025,17526.5,17546.65,17393.25,17500.5,700280887,20785.3
25-JUN-2025,17272.35,17464.7,17261.75,17455.6,907132951,25585.79
24-JUN-2025,17216.15,17253.75,17129.8,17180.3,662867352,21785.78
23-JUN-2025,16799.1,17058.65,16796.9,17048,670720804,21663.29
20-JUN-2025,16809.8,16962.35,16733.65,16916.95,605155323,22478.72
19-JUN-2025,17144.6,17209.25,16772.95,16813.05,510926955,16571.38
18-JUN-2025,17169.8,17274.9,17044.35,17143.6,500354013,16361.87
17-JUN-2025,17328.35,17371.1,17150.25,17177.3,604457140,19184.18
16-JUN-2025,17218.35,17319.55,16931.3,17296.3,746257785,19307.69
13-JUN-2025,16926.2,17256.45,16915.4,17210.4,873145150,24568.73
12-JUN-2025,17557.1,17606,17237.95,17276.9,964275472,25104.55
11-JUN-2025,17595.15,17632.05,17399.6,17528.95,1725160423,28775.18
10-JUN-2025,17596.75,17606.3,17503.75,17544.3,1477452707,24879.88
09-JUN-2025,17396.75,17531.05,17364.8,17515.15,1152484929,27518.07
06-JUN-2025,17235.1,17306.25,17167.65,17285.75,920423111,27277.64
05-JUN-2025,17123.6,17219.5,17122.85,17173.45,831839048,27290.1
04-JUN-2025,17020.1,17079.05,16900.9,17060.8,964046637,28697.72
03-JUN-2025,17015.35,17063.45,16939.9,16971.25,925417986,28085.57
02-JUN-2025,16846.1,16976.2,16752.1,16953.75,1482573821,27885.42
30-MAY-2025,16817.35,16872.3,16750.4,16833.05,1596554299,28655.01
29-MAY-2025,16775.45,16814.85,16716.4,16779.55,1064876528,22768.78
28-MAY-2025,16706.7,16744.95,16674.7,16706.35,1079901075,22471.12
27-MAY-2025,16642.4,16684.2,16587.45,16637.85,673572023,22198.76
26-MAY-2025,16592.75,16693.75,16563,16619.1,797632487,21935.59
23-MAY-2025,16461.65,16558.55,16363.25,16532.95,1189915438,23168.28
22-MAY-2025,16424.9,16494.95,16339.2,16436.45,735986364,19675.64
21-MAY-2025,16400.45,16489.95,16308.8,16437.1,687216028,20325.96
20-MAY-2025,16618.4,16656.1,16338,16368.65,595587225,22847.06
19-MAY-2025,16483.65,16606.5,16376,16516.8,837487357,27606.34
16-MAY-2025,16244.25,16418.35,16163.1,16405.7,802701051,29979.7
15-MAY-2025,16112.65,16172.8,16052.1,16159.25,566364602,20287.94
14-MAY-2025,15896.9,16047.8,15830.75,16038.3,621193837,22807.41
13-MAY-2025,15714.8,15822.65,15644.6,15815.45,590547059,19983.05
12-MAY-2025,15556.35,15692.5,15528.9,15684.2,702725611,18526.82
09-MAY-2025,14787.2,15116.6,14783.7,15080.45,482548992,14350.23
08-MAY-2025,15417.65,15557.05,15101.95,15180.45,579586037,18132.3
07-MAY-2025,14946.4,15382.4,14943,15362.7,560923757,17623.68
06-MAY-2025,15569.85,15608.8,15148.45,15181.45,454857927,17808.39
05-MAY-2025,15425.45,15542.8,15337.55,15528.3,401271630,15603.22
02-MAY-2025,15365.65,15495.05,15221.2,15354.35,501547192,18940.21
30-APR-2025,15624.8,15630.65,15301.4,15359.45,423172987,16457.33
29-APR-2025,15679.5,15795.65,15617.3,15639.7,520366292,19421.99
28-APR-2025,15468.5,15651.95,15399.6,15607.15,514974570,16959.46
25-APR-2025,15937.55,15953.45,15318.8,15524.15,681741760,20750.99
24-APR-2025,15933.55,16006.25,15876,15915.25,664331982,19768.7
23-APR-2025,15970.25,16013.05,15691.8,15923.2,585612355,17077.41
22-APR-2025,15818.2,15939.85,15708.55,15878.05,869524754,21143.37
21-APR-2025,15537.95,15768.95,15455.85,15751.85,589581681,18542.89
17-APR-2025,15370.05,15480.15,15307.05,15452.1,516669868,17212.16
16-APR-2025,15267.25,15395.4,15234.6,15382.45,529214817,17199.25
15-APR-2025,15001.45,15248.25,14947.45,15238.45,514544642,17424.63
11-APR-2025,14691.6,14803.8,14521.15,14786.3,455694070,16435.3
09-APR-2025,14450,14467.2,14234.15,14345.7,416671433,13729.11
08-APR-2025,14528.75,14619.8,14321.15,14498.4,456255287,14701.04
07-APR-2025,13316.1,14279.5,13314.7,14190.2,619499981,16056.56
04-APR-2025,15263.35,15281.55,14671.5,14780.5,529450408,14634.44
03-APR-2025,15064.1,15299.3,15057.9,15285.45,658469647,16500.32
02-APR-2025,15058.8,15191.3,14848.1,15179.75,529150285,13386.9
01-APR-2025,15068.1,15190.7,14960,15030.1,505003365,14021.17
28-MAR-2025,15174.5,15305.9,15063,15104.05,683642379,19495.7
27-MAR-2025,14924.85,15137.65,14855.25,15111.65,851941136,23908.09
26-MAR-2025,15209.8,15226.3,14954.9,14970,620656273,17001.05
25-MAR-2025,15506.8,15535.75,15116.85,15184.45,647904495,20125.32
24-MAR-2025,15341.75,15474.65,15277.15,15392.4,797262310,23743.61
21-MAR-2025,14951.7,15260.05,14914.2,15242.3,1007548952,31871.66
20-MAR-2025,14909.05,15028.45,14767.65,14922.35,717359422,23227.7
19-MAR-2025,14579.25,14838.55,14569.9,14807,785321621,21319.89
18-MAR-2025,14224.1,14528.5,14208.3,14517.6,598475407,18240.08
17-MAR-2025,14134.05,14247.3,14071.55,14141.7,434221382,14445.55
13-MAR-2025,14242.25,14270.15,14078.4,14095.6,396677286,13108.81
12-MAR-2025,14280.8,14336.7,14077.5,14193.65,447324205,13236.88
11-MAR-2025,14159.95,14276.25,14014.9,14232,444666841,14095.46
10-MAR-2025,14621.85,14740.35,14273.15,14325.15,461106556,15367.04
07-MAR-2025,14517.8,14702.65,14470.6,14602.95,620428594,19110.09
06-MAR-2025,14411.4,14546.45,14381.6,14503.3,579401732,18824.81
05-MAR-2025,13913.7,14303.7,13913.7,14291.05,512605897,15229.23
04-MAR-2025,13597.2,13968.7,13507.6,13914.1,509990465,18122.26
03-MAR-2025,13877.5,13943.3,13427.85,13755.9,572977720,18561.61
28-FEB-2025,14064.65,14112.95,13722.6,13844.55,575473242,20102.28
27-FEB-2025,14462.85,14496.6,14159.9,14200.2,452756880,18116.06
25-FEB-2025,14499.45,14608.65,14414.95,14441.7,365657511,13492.38
24-FEB-2025,14558.95,14639.85,14376,14506.45,352475054,14260.74
21-FEB-2025,14752.5,14979.25,14615.35,14683.4,455052618,16981.04
20-FEB-2025,14539.6,14788.25,14484.55,14767.3,490328866,16691.56
19-FEB-2025,14183.3,14615.1,14106.8,14588.65,483658663,17085.37
18-FEB-2025,14467.45,14491,14152.9,14267.95,443618526,15470.1
17-FEB-2025,14378.35,14556.45,14144.8,14468.25,548387795,18176.94
14-FEB-2025,15031.25,15049.4,14359.8,14501.65,507392544,17276.57
13-FEB-2025,15052.85,15212.6,14967.9,14997.5,433701964,14478.92
12-FEB-2025,15115.6,15128.3,14602.25,15050.6,605886769,19248.32
11-FEB-2025,15650.95,15668.05,15069.95,15156.95,449759230,14452.72
10-FEB-2025,16024.05,16066.9,15602.05,15693.6,370043238,13087.81
07-FEB-2025,16076,16117.8,15884.3,16035.75,407364411,14188.82
06-FEB-2025,16145.1,16173.35,16033.6,16098.65,403517526,14438.82
05-FEB-2025,15923.45,16139.6,15921.85,16104.4,510435660,18655.63
04-FEB-2025,15781.45,15866.7,15696.85,15855.95,471909376,15612.64
03-FEB-2025,15789.25,15873.5,15613.85,15677.65,443306467,15030.69
01-FEB-2025,15902.45,16044.3,15666.45,15955.45,681671888,19734.66
31-JAN-2025,15606.25,15863.5,15585.6,15851.05,480258431,18433.95
30-JAN-2025,15674.4,15808.1,15550.7,15585.95,500360343,20421.32
29-JAN-2025,15135.8,15627,15135.5,15613.35,570093638,21077.21
28-JAN-2025,15415.4,15454.2,14819.85,15135.1,598058145,22133.28
27-JAN-2025,15836.85,15842.7,15291.3,15416.3,534152461,19784.08
24-JAN-2025,16370.6,16415.2,15964.65,16001.7,484123820,19378.38
23-JAN-2025,16190.85,16458.7,16134.85,16352.8,472652527,16881.96
22-JAN-2025,16502.9,16518.7,16002.5,16220.85,484846289,16665.37
21-JAN-2025,16878.95,16920.45,16465.05,16484.1,446691036,15792.03
20-JAN-2025,16759.65,16855.7,16646.95,16841.4,568685104,15825.32
17-JAN-2025,16706.55,16734.2,16579.95,16700.5,516264269,15314.88
16-JAN-2025,16642.6,16777.95,16641.75,16707.9,489124363,16069.84
15-JAN-2025,16508.85,16622.35,16350.95,16508.9,502345670,16930.2
14-JAN-2025,16227.8,16457.3,16163.55,16422.75,520215092,15510.56
13-JAN-2025,16614.4,16705.75,16065.45,16159.9,535890743,19356.75
10-JAN-2025,17237.55,17254.6,16774.1,16833.4,480549684,18729.02
09-JAN-2025,17466.45,17490.45,17233.95,17254.35,406341391,16616.94
08-JAN-2025,17736.9,17750.25,17349.75,17457.9,558489926,21309.5
07-JAN-2025,17503.2,17723,17502,17702.55,479537598,20400.12
06-JAN-2025,18031.6,18046.15,17418.75,17455.7,739571372,23481.62
03-JAN-2025,18035.45,18117.4,17954,17973.05,506408520,19378.49
02-JAN-2025,17947.6,18018.8,17892.6,18007.95,421714110,17762.35
01-JAN-2025,17755.15,17928.6,17737.1,17908.8,404944937,17864.95
31-DEC-2024,17602.4,17789.05,17478.2,17752.25,761033927,19195.87
30-DEC-2024,17711.95,17726.65,17528.95,17638.15,502498658,19647.68
27-DEC-2024,17700.75,17757.6,17668.3,17715.2,376564475,15591.61
26-DEC-2024,17700.95,17744.15,17558.55,17667.45,427562991,17975.95
24-DEC-2024,17641.8,17731.65,17543.3,17672.45,351222446,16361.19
23-DEC-2024,17788.25,17830.8,17495.85,17618.1,415473816,17879.85
20-DEC-2024,18108.95,18166.4,17658.3,17693.65,590378108,20007.73
19-DEC-2024,17814.4,18068.6,17801.85,18057.2,513748774,17878.9
18-DEC-2024,18248.25,18289.25,18059.95,18118.6,442213886,17341.46
17-DEC-2024,18368.6,18409.8,18220.85,18242.05,458180426,17887.53
16-DEC-2024,18289.75,18392.05,18284.55,18344,531695083,17882.83
13-DEC-2024,18294.9,18298.35,17954.8,18263.75,511823710,18195.36
12-DEC-2024,18529.4,18548.25,18311.4,18330.3,607454371,24304.61
11-DEC-2024,18500.65,18539.5,18462.95,18502.65,570867087,24407.65
10-DEC-2024,18440.25,18482.65,18359.2,18450.6,734640851,25363.18
09-DEC-2024,18365.85,18428.2,18331.6,18396.45,855272175,25051.64
06-DEC-2024,18276.25,18348.55,18181.75,18328.95,702695559,24467.14
05-DEC-2024,18218.75,18250.15,18150.3,18230.4,626515931,25430.05
04-DEC-2024,18065.35,18164.75,18022.9,18143.55,842131182,23757.06
03-DEC-2024,17891.95,18025.45,17878.45,18007.5,642539328,21696.9
02-DEC-2024,17726.25,17849,17634.9,17840.1,551645346,18373.12
29-NOV-2024,17620.65,17732.3,17545.75,17716.45,666224455,15992.86
28-NOV-2024,17612.1,17737.8,17532.35,17577.85,657423778,15522.38
27-NOV-2024,17422.85,17567.35,17359.9,17552.65,520988691,17040.39
26-NOV-2024,17303.3,17388.35,17258.2,17375.55,504575602,18241.75
25-NOV-2024,17199.7,17286.05,17169.4,17269.55,594308045,19665.48
