Date ,Open ,High ,Low ,Close ,Shares Traded ,Turnover (₹ Cr)
04-APR-2025,52044.2,52059.9,50349.8,50645.95,1196588572,23194.07
07-APR-2025,46966.6,49073.45,46966.6,48809.45,1530832037,23416.45
08-APR-2025,49888.15,50237.5,49194,49838,1200447779,17416.27
09-APR-2025,49719.4,49744.7,48905.75,49582.05,1039613193,17431.16
11-APR-2025,50516,50641.9,50088.6,50501.5,1108495606,19242.04
15-APR-2025,51391.9,52054.8,51100.8,51974.45,1079204058,20773.54
16-APR-2025,52090.05,52371.75,51946.65,52345.55,1128893436,20413.16
17-APR-2025,52286.35,52736.35,52061.8,52657.8,1153026913,20048.76
21-APR-2025,52935.05,54025,52840,53974.45,2021995052,25576.18
22-APR-2025,54177.65,54635.05,53843.85,54397.15,1232482819,23751.34
23-APR-2025,54777.3,55076.25,54069.4,55041.1,1313966934,33134.73
24-APR-2025,55094.05,55223.35,54912.9,54969.85,1079959630,23747.77
25-APR-2025,55080.8,55213.9,53116.15,53570.2,2649141134,26962.39
28-APR-2025,53485.3,54475.75,53481.2,54440.25,929624854,20325.2
29-APR-2025,54613.7,55022.6,54461,54587.95,1032158853,26829.37
30-APR-2025,54642.6,54801.4,53887.6,54124.9,1012478231,22390.42
02-MAY-2025,54004.95,54593.35,53563.9,53705.1,913932696,19901.94
05-MAY-2025,53957.6,54717.95,53951.95,54675.75,799793989,20039.44
06-MAY-2025,54806.35,54895.05,53343.05,53435.85,1314991299,20690.57
07-MAY-2025,52755.4,54329.25,52747.2,54287.75,1117313335,27932.55
08-MAY-2025,54486.6,54646.65,52937,53229.3,1063468023,20992.46
09-MAY-2025,52097.3,53336.95,52093.9,53223.35,1708202228,23067.15
12-MAY-2025,54750.6,55442.1,54587.65,55416.05,1524128194,24868.28
13-MAY-2025,55495.9,55796.5,55265.2,55520.7,1174089590,27517.65
14-MAY-2025,55718.2,56197.15,55524,56136.4,1225966203,30215.08
15-MAY-2025,56327.6,56578.8,56053.65,56530.85,1522517573,28736.05
16-MAY-2025,56760.25,57170.15,56549.2,57060.5,1542109435,37327.72
19-MAY-2025,57245.4,57451.9,56816.75,57105.45,2443700803,29567.77
20-MAY-2025,57416.2,57445.15,56095.05,56182.65,1519039743,27393.04
21-MAY-2025,56249.6,56727.5,56001.85,56619.6,1142247267,24556.41
22-MAY-2025,56506.65,56546.8,55972.7,56324.85,1085669272,27197.72
23-MAY-2025,56449.65,56782.3,56235.4,56687.75,883066063,24195
26-MAY-2025,56872.95,57214.15,56854,57067.25,1190966055,20351.64
27-MAY-2025,57127.15,57236.75,56799.15,57154.5,1009101295,19614.14
28-MAY-2025,57254.45,57476.75,57078,57141.4,1294016880,21194.34
29-MAY-2025,57410.5,57547.8,57068,57457.25,940992288,23066.26
30-MAY-2025,57630.35,57779.05,57249.8,57420,2270274136,43265.61
02-JUN-2025,57390.05,57840.4,57197,57775.55,1792539497,23282.92
03-JUN-2025,58025.75,58027,57461.55,57517.1,2980124669,27534.96
04-JUN-2025,57655.65,57971.05,57278.25,57924.65,1562620915,28416.34
05-JUN-2025,58137.6,58376.35,58014.5,58303,1045382631,27139.49
06-JUN-2025,58494.2,59072.45,58281.8,59010.3,1278797893,30419.16
09-JUN-2025,59388.6,59709.75,59322.35,59674.95,1453101747,24919.75
10-JUN-2025,59935,59967.9,59576.35,59681.4,1009852033,23260.45
11-JUN-2025,59823.4,59880.15,59127.3,59388.15,1194285525,23267.14
12-JUN-2025,59444,59447.75,58344.95,58440.85,981243899,22002.81
13-JUN-2025,57246.25,58341.9,57246.25,58227.45,1099794034,21974.36
16-JUN-2025,58222.95,58806.05,57597.15,58768.5,1084343795,19029.57
17-JUN-2025,58847.65,58990.35,58302.15,58379.3,1915459435,34260.99
18-JUN-2025,58233.1,58590,57962,58109.2,1020619005,25769.23
19-JUN-2025,58148.55,58173.05,57047.45,57159.95,1323565421,19595.9
20-JUN-2025,57162.65,58094.15,57132.75,57995.5,1611054304,31852.03
23-JUN-2025,57607.1,58364.15,57537.25,58206.8,937671291,21138.99
24-JUN-2025,58839.9,58913.15,58487.7,58622.4,1743341971,22898.96
25-JUN-2025,58856.75,58964.7,58707.4,58881.7,1632177266,19816.84
26-JUN-2025,59049.35,59255.05,58735.25,59227.4,1522093111,22856.29
27-JUN-2025,59430.15,59693.7,59336.8,59385.15,1669823609,34612.6
30-JUN-2025,59665.9,59796,59430.8,59741.2,1180189244,22007.89
01-JUL-2025,59876.4,59911.95,59435.25,59750.05,1388813703,21485.57
02-JUL-2025,59795.05,59864.75,59361.6,59667.25,1333498835,20257.96
03-JUL-2025,59798.6,59955.5,59613.55,59683.25,1295838841,19146.13
04-JUL-2025,59782.6,59899.7,59349.65,59677.75,912048930,18214.04
07-JUL-2025,59711.15,59758.05,59420.45,59515.75,726525412,13994.7
08-JUL-2025,59536.75,59669.35,58975.75,59415.45,872716925,18812.46
09-JUL-2025,59474.95,59560.45,59239.05,59339.6,805133692,18175.16
10-JUL-2025,59425.7,59493.45,58963.05,59159.95,690779761,16023.73
11-JUL-2025,59104.15,59232.95,58493.05,58642.2,824681876,20968.2
14-JUL-2025,58767.4,59099.4,58493,59052.55,2023709556,20787.21
15-JUL-2025,59172.15,59653.3,59098,59612.65,1328686265,19083.5
16-JUL-2025,59706.95,59787.7,59502.3,59620.65,1283869083,18309.16
17-JUL-2025,59775.3,59790.85,59453.15,59519.1,912641965,18369.53
18-JUL-2025,59564.85,59659.7,59002.5,59104.5,769568665,17111.5
21-JUL-2025,59107.2,59538.8,58847.15,59468.35,770842974,16658.88
22-JUL-2025,59658.25,59667.35,59039.6,59103.4,740539674,14479.89
23-JUL-2025,59209.2,59331.45,58813.7,59307.1,914382152,19621.83
24-JUL-2025,59301.35,59311.05,58832.55,58960.7,787873378,19594.55
25-JUL-2025,58806.2,58892.65,57907.45,58009.45,811003847,17510.97
28-JUL-2025,57912.9,58446.9,57409.65,57519.35,996695247,16608.76
29-JUL-2025,57414.35,58059.2,57350.8,57984.85,770632616,17913.48
30-JUL-2025,58069.65,58070.6,57700.45,57942.25,690192483,13613.23
31-JUL-2025,57234.75,57772.8,57093.1,57400.55,866488709,18696.89
01-AUG-2025,57420.6,57515.75,56548.25,56637.15,1148907387,15809.04
04-AUG-2025,56655.85,57468.45,56557.6,57432.35,950718230,15046.05
05-AUG-2025,57445.25,57526.35,56962.05,57206.85,891542681,16211.06
06-AUG-2025,57326.95,57331.2,56483.75,56749.75,650498492,17225.21
07-AUG-2025,56444.9,57034.75,55950.25,56938.3,770048076,16013.45
08-AUG-2025,57094.95,57096.2,55918.7,56002.2,785473152,18024
11-AUG-2025,55981.3,56562.7,55792.85,56479,658924690,14259.16
12-AUG-2025,56542.85,56675.25,56286.3,56324.85,718041030,13665.66
13-AUG-2025,56565.2,56813.05,56474.8,56681.5,1118789702,18678.98
14-AUG-2025,56843.35,56928.3,56370.8,56504.25,1215899068,18386.31
18-AUG-2025,57105.9,57451.5,57037.15,57113.15,1380388874,18458.88
19-AUG-2025,57250.65,57697.5,56923.15,57664.65,1419233617,18048.79
20-AUG-2025,57684.45,58009.5,57529.25,57930.5,2063711957,20361.72
21-AUG-2025,58112.2,58204.25,57681.7,57708.95,1321018575,20635.76
22-AUG-2025,57759.1,57868.65,57577.65,57629.75,2362427611,15960.28
25-AUG-2025,57847.45,57955.35,57667.35,57701.5,2009367868,16415.38
26-AUG-2025,57508.25,57585.75,56670.85,56766.2,2781804220,32395.42
28-AUG-2025,56812.3,56812.3,55998.6,56047.5,1903575655,21246.51
29-AUG-2025,56012,56348.35,55660.35,55727.4,1781002158,19023.85
01-SEP-2025,55903.5,56858.75,55895.25,56825.5,1941649431,20724.38
02-SEP-2025,57007.05,57260.05,56640.2,56977.4,1579792540,20546.84
03-SEP-2025,57070.2,57386,56944.25,57345.5,2101488042,21877.15
04-SEP-2025,57970.6,57970.6,56886.8,56959.15,2036151263,21224.3
05-SEP-2025,57132.65,57416.6,56724.6,57075.2,2590900547,16414.86
08-SEP-2025,57266.9,57645.3,57110.8,57361.15,1504642686,14126.65
09-SEP-2025,57491.95,57554.85,57230.9,57464.35,1219965676,12277.88
10-SEP-2025,57757.8,58069.05,57729.9,57999.55,1331140823,19182
11-SEP-2025,58093.55,58219.25,57919.75,58043.55,1122037044,21779.6
12-SEP-2025,58251.85,58327.7,58138.45,58227.2,1628945769,17768.34
15-SEP-2025,58339.3,58547.7,58259.35,58486.1,2400934132,15858.27
16-SEP-2025,58582.55,58838.25,58427.95,58799.55,1308174650,14313.97
17-SEP-2025,58987.05,59066.45,58695.6,58848.55,1116334689,16256.05
18-SEP-2025,59051.3,59117.4,58725.45,59073.2,1039032228,15691.43
19-SEP-2025,59124.05,59247.2,59051.2,59094.35,3392396743,22550.8
22-SEP-2025,58977.9,59174.9,58546.95,58699.5,1416477102,18483.54
23-SEP-2025,58777.95,58845.55,58293.35,58496.6,1778382047,16353.82
24-SEP-2025,58484.2,58547.1,57879.9,57924.45,1122096612,15718.76
25-SEP-2025,57947.45,58195.5,57471.6,57555.9,1187382047,15854.77
26-SEP-2025,57450.6,57505.05,56327.4,56378.55,2048094476,15755.66
